,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,8892240.0,8061690.0,2331420.0,-1081080.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.27,
Normalized EBITDA,-93966000.0,-91819000.0,-57602000.0,-43268000.0,
Total Unusual Items,42344000.0,38389000.0,11102000.0,-4004000.0,
Total Unusual Items Excluding Goodwill,42344000.0,38389000.0,11102000.0,-4004000.0,
Net Income From Continuing Operation Net Minority Interest,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Reconciled Depreciation,844000.0,1420000.0,1450000.0,3533000.0,
Reconciled Cost Of Revenue,,0.0,5000.0,1606000.0,2833000.0
EBITDA,-51622000.0,-53430000.0,-46500000.0,-47272000.0,
EBIT,-52466000.0,-54850000.0,-47950000.0,-50805000.0,
Net Interest Income,2374000.0,1140000.0,56000.0,124000.0,
Interest Income,2374000.0,1140000.0,56000.0,124000.0,
Normalized Income,-42579760.0,-46644310.0,-46289580.0,-51511080.0,
Net Income From Continuing And Discontinued Operation,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Total Expenses,56657000.0,56769000.0,49034000.0,51726000.0,
Total Operating Income As Reported,-10122000.0,-16461000.0,-36848000.0,-54809000.0,
Diluted Average Shares,18765190.0,18841049.0,18142828.0,17412958.0,
Basic Average Shares,18765190.0,18841049.0,18142828.0,17412958.0,
Diluted EPS,-0.49,-0.87,-2.07,-3.13,
Basic EPS,-0.49,-0.87,-2.07,-3.13,
Diluted NI Availto Com Stockholders,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Net Income Common Stockholders,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Net Income,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Net Income Including Noncontrolling Interests,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Net Income Continuous Operations,-9128000.0,-16317000.0,-37519000.0,-54434000.0,
Tax Provision,1613000.0,1262000.0,983000.0,124000.0,
Pretax Income,-7515000.0,-15055000.0,-36536000.0,-54310000.0,
Other Income Expense,42577000.0,38655000.0,11358000.0,-3629000.0,
Other Non Operating Income Expenses,233000.0,266000.0,256000.0,414000.0,
Special Income Charges,42344000.0,38389000.0,11102000.0,-4004000.0,
Gain On Sale Of Ppe,42344000.0,38389000.0,11102000.0,-3919000.0,
Write Off,,,,,46000.0
Impairment Of Capital Assets,,0.0,0.0,85000.0,46000.0
Restructuring And Mergern Acquisition,,,,65000.0,236000.0
Earnings From Equity Interest,,0.0,0.0,-39000.0,-9000.0
Net Non Operating Interest Income Expense,2374000.0,1140000.0,56000.0,124000.0,
Interest Income Non Operating,2374000.0,1140000.0,56000.0,124000.0,
Operating Income,-52466000.0,-54850000.0,-47950000.0,-50805000.0,
Operating Expense,56657000.0,56769000.0,49029000.0,50120000.0,
Depreciation Amortization Depletion Income Statement,844000.0,1420000.0,1450000.0,3533000.0,
Depreciation And Amortization In Income Statement,844000.0,1420000.0,1450000.0,3533000.0,
Research And Development,5697000.0,4439000.0,3593000.0,4343000.0,
Selling General And Administration,50116000.0,50910000.0,43986000.0,42244000.0,
Selling And Marketing Expense,5693000.0,5733000.0,4461000.0,2942000.0,
General And Administrative Expense,44423000.0,45177000.0,39525000.0,39302000.0,
Other Gand A,44423000.0,45177000.0,39525000.0,39302000.0,
Salaries And Wages,,,,,5826000.0
Gross Profit,,1919000.0,1079000.0,-685000.0,-1269000.0
Cost Of Revenue,,0.0,5000.0,1606000.0,2833000.0
Total Revenue,4191000.0,1919000.0,1084000.0,921000.0,
Operating Revenue,4191000.0,1919000.0,1084000.0,921000.0,
