,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-22205609.0,-27560553.0,-32157521.0,-33971234.0,
Total Unusual Items,,,366791.0,990521.0,-1154831.0
Total Unusual Items Excluding Goodwill,,,366791.0,990521.0,-1154831.0
Net Income From Continuing Operation Net Minority Interest,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Reconciled Depreciation,3969183.0,3958334.0,3828917.0,2231108.0,
EBITDA,-22205609.0,-27560553.0,-31790730.0,-32980713.0,
EBIT,-26174792.0,-31518887.0,-35619647.0,-35211821.0,
Net Interest Income,-745673.0,-675416.0,-1081034.0,-1149288.0,
Interest Expense,745673.0,675416.0,1081034.0,1149288.0,
Normalized Income,-26920465.0,-32194303.0,-37067472.0,-37351630.0,
Net Income From Continuing And Discontinued Operation,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Total Expenses,26352474.0,31476074.0,36062793.0,36194129.0,
Total Operating Income As Reported,-26352474.0,-31476074.0,-36062793.0,-36194129.0,
Diluted Average Shares,54044989.0,44479865.0,43148888.0,40694248.0,
Basic Average Shares,54044989.0,44479865.0,43148888.0,40662137.0,
Diluted EPS,-0.51,-0.73,-0.87,-0.9,
Basic EPS,-0.51,-0.73,-0.87,-0.9,
Diluted NI Availto Com Stockholders,-27579921.0,-32365855.0,-37629803.0,-37797510.0,
Average Dilution Earnings,,,0.0,-1085540.0,
Net Income Common Stockholders,-27579921.0,-32365855.0,-37629803.0,-36711970.0,
Otherunder Preferred Stock Dividend,659456.0,171552.0,929122.0,350861.0,
Net Income,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Net Income Including Noncontrolling Interests,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Net Income Continuous Operations,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Pretax Income,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
Other Income Expense,177682.0,-42813.0,443146.0,982308.0,
Other Non Operating Income Expenses,177682.0,-42813.0,76355.0,-8213.0,
Gain On Sale Of Security,,,366791.0,990521.0,-1154831.0
Net Non Operating Interest Income Expense,-745673.0,-675416.0,-1081034.0,-1149288.0,
Interest Expense Non Operating,745673.0,675416.0,1081034.0,1149288.0,
Operating Income,-26352474.0,-31476074.0,-36062793.0,-36194129.0,
Operating Expense,26352474.0,31476074.0,36062793.0,36194129.0,
Other Operating Expenses,,,,,-558664.0
Research And Development,18161451.0,22471496.0,25355346.0,23108897.0,
Selling General And Administration,8191023.0,9004578.0,10707447.0,13085232.0,
General And Administrative Expense,8191023.0,9004578.0,10707447.0,13085232.0,
Other Gand A,8191023.0,9004578.0,10707447.0,13085232.0,
Total Revenue,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,
